"Add Field with URL:","Dodajte polje z URL-jem:"
"Add New","Dodajte novo"
"Add New Image","Dodajte novo sliko"
"Add New Profile","Dodajte nov profil"
"Add New Role","Dodajte novo vlogo"
"Add New Template","Dodajte novo predlogo"
"Add New URL Rewrite","Dodajte nov prepis URL-ja"
"Add New User","Dodajte novega uporabnika"
"Add New Variable","Dodajte novo spremenljivko"
"Add Products","Dodajte produkte"
"Add URL Rewrite","Dodajte prepis URL-ja"
"Add URL Rewrite for a Category","Dodajte prepis URL-ja za kategorijo"
"Add URL Rewrite for a Product","Dodajte prepis URL-ja za produkt"
"Add after","Dodajte za"
"Additional Cache Management","Dodatno upravljanje predpomnilnika"
"Address Type:","Tip naslova:"
"Admin","Admin"
"Advanced Admin Section","Napredna admin sekcija"
"Advanced Profiles","Napredni profili"
"Advanced Section","Napredna sekcija"
"After authorization application will have access to you account.","Po avtorizaciji bo imela aplikacija dostop do vašega računa."
"All","Vse"
"All Allowed Countries","Vse dovoljene države"
"All Cache","Ves predpomnilnik"
"All Files","Vse datoteke"
"All Reviews","Vsa mnenja"
"All Store Views","Vsi pogledi trgovine"
"All Tags","Vsi zavihki"
"All Websites","Vse spletne strani"
"All countries","Vse države"
"All fields","Vsa polja"
"All possible rates were fetched, please click on ""Save"" to apply","Vse možne stopnje so bile ujete, prosimo, kliknite na ""Shranite"", da uporabite"
"All rates were fetched, please click on ""Save"" to apply","Vse stopnje so bile ujete, prosimo, kliknite na ""Shranite"", da uporabite"
"All valid rates have been saved.","Vse veljavne stopnje so bile shranjene."
"Always (during development)","Vedno (med razvojem)"
"Amounts","Zneski"
"An error has occured while syncronizing media storages.","Prišlo je do napake med sinhronizacijo skladišč medijev."
"An error occurred while clearing the JavaScript/CSS cache.","Prišlo je do napake med čiščenjem predpomnilnika JavaScript/CSS."
"An error occurred while clearing the configurable swatches image cache.","Prišlo je do napake med čiščenjem nastavljivih vzorcev predpomnilnika slike."
"An error occurred while clearing the image cache.","Prišlo je do napake med čiščenjem predpomnilnika slike."
"An error occurred while deleting URL Rewrite.","Prišlo je do napake med brisanjem prepisa URL-ja."
"An error occurred while deleting email template data. Please review log and try again.","Prišlo je do napake med brisanjem predloge podatkov e-pošte. Prosimo, preglejte dnevnik in poskusite ponovno."
"An error occurred while deleting record(s).","Prišlo je do napake med brisanjem vnosov."
"An error occurred while deleting this role.","Med brisanjem te vloge je prišlo do napake."
"An error occurred while deleting this set.","Med brisanjem tega skupka je prišlo do napake ."
"An error occurred while deleting this template.","Med brisanjem te predloge je prišlo do napake."
"An error occurred while finishing process. Please refresh the cache","Med zaključevanjem tega procesa je prišlo do napake. Prosimo, osvežite predpomnilnik"
"An error occurred while rebuilding the CatalogInventory Stock Status.","Med ponovno gradnjo statusa zaloge CatalogInventory je prišlo do napake."
"An error occurred while rebuilding the catalog index.","Prišlo je do napake med ponovno gradnjo indeksa kataloga."
"An error occurred while rebuilding the flat catalog category.","Med ponovno gradnjo ravnega kataloga kategorij je prišlo do napake."
"An error occurred while rebuilding the flat product catalog.","Med ponovno gradnjo ravnega kataloga produktov je prišlo do napake."
"An error occurred while rebuilding the search index.","Med ponovno gradnjo indeksa iskanja je prišlo do napake."
"An error occurred while refreshing the Catalog Rewrites.","Pri osveževanju prepisov kataloga je prišlo do napake."
"An error occurred while refreshing the Layered Navigation indices.","Med osveževanjem indeksov nivojske navigacije je prišlo do napake."
"An error occurred while refreshing the catalog rewrites.","Pri osveževanju prepisov kataloga je prišlo do napake."
"An error occurred while refreshing the layered navigation indices.","Pri osveževanju indeksov nivojske navigacije je prišlo do napake."
"An error occurred while saving URL Rewrite.","Pri shranjevanju prepisa URL-ja je prišlo do napake."
"An error occurred while saving account.","Med shranjevanjem računa je prišlo do napake."
"An error occurred while saving review.","Pri shranjevanju mnenja je prišlo do napake."
"An error occurred while saving the customer.","Pri shranjevanju stranke je prišlo do napake."
"An error occurred while saving this configuration:","Pri shranjevanju teh nastavitev je prišlo do napake:"
"An error occurred while saving this role.","Pri shranjevanju te vloge je prišlo do napake."
"An error occurred while saving this template.","Pri shranjevanju te predloge je prišlo do napake."
"An error occurred while updating the selected review(s).","Med posodabljanjem izbranega mnenja je prišlo do napake."
"Any","Katerikoli"
"Any Attribute Set","Katerikoli skupek atributov"
"Any Group","Katerakoli skupina"
"Any Status","Katerikoli status"
"Any Store","Katerakoli trgovina"
"Any Type","Katerikoli tip"
"Any Visibility","Katerakoli vidnost"
"Any data created since the backup was made will be lost including admin users, customers and orders.","Katerikoli podatki ustvarjeni odkar je bil narejen backup, bodo izgubljeni, vključno z administratoskimi uporabniki, strankami in naročili."
"Archive file name:","Arhivirajte ime datoteke:"
"Are you sure that you want to delete this template?","Ste prepričani, da želite izbrisati to predlogo?"
"Are you sure that you want to strip tags?","Ste prepričani, da želite počistiti značke?"
"Are you sure you want to do this?","Ste prepričani, da želite to narediti?"
"Are you sure you want to proceed?","Ste prepričani, da želite nadaljevati?"
"Area","Področje"
"As low as:","Tako nizko kot:"
"Assigned","Dodeljeno"
"Associated Tags","Povezane oznake"
"Attribute Set Name:","Ime skupka atributov:"
"Attributes","Atributi"
"Authorization confirmed","Avtorizacija potrjena"
"Authorize","Avtorizacija"
"Authorize application","Avtorizacija aplikacije"
"Authorized OAuth Tokens","Avtorizirajte žetone OAuth"
"Automatic (equalize price ranges)","Avtomatsko (izenačite območja cen)"
"Automatic (equalize product counts)","Avtomatsko (izenačite število produktov)"
"Average Order Amount","Poprečni znesek naročil"
"Average Orders","Povprečna naročila"
"BINARY","BINARNO"
"Back","Nazaj"
"Back to Login","Nazaj na prijavo"
"Backup","Varnostna kopija"
"Backup Name","Ime varnostne kopije"
"Backup options","Opcije varnostne kopije"
"Backups","Varnostne kopije"
"Base currency","Osnovna valuta"
"Bcc","Bcc"
"Bestsellers","Najboljše prodajte"
"Billing Address","Naslovi izstavitve računa"
"Billing Address: ","Naslovi izstavitve računa: "
"Billing Agreement","Sporazum izstavitve računa"
"Billing Agreements","Sporazumi izstavitve računa"
"Block Information","Informacije bloka"
"Both (without and with tax)","Oboje (brez in z davkom)"
"Both IPN and PDT","Oboje IPN in PDT"
"Browse Files...","Brskajte po datotekah ..."
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Paket z dinamičnimi cenami ne more vključevati opcij definiranih po meri. Opcije ne bodo shranjene."
"CMS","CMS"
"CRITICAL","KRITIČNO"
"CSV","CSV"
"CSV / Tab separated","CSV / ločeno s tabulatorju"
"Cache Control","Krmiljenje predpomnilnika"
"Cache Control (beta)","Krmiljenje predpomnilnika (beta)"
"Cache Management","Upravljanje predpomnilnika"
"Cache Type","Tip predpomnilnika"
"Cancel","Prekličite"
"Cannot add new comment.","Dodajanje novega komentarja ni mogoče."
"Cannot add tracking number.","Dodajanje številke sledenja ni mogoče."
"Cannot create an invoice without products.","Ustvarjanje računa brez produktov ni mogoče."
"Cannot create credit memo for the order.","Ustvarjanje dobropisa za naročilo ni mogoče."
"Cannot delete the design change.","Izbris spremembe oblike ni mogoč."
"Cannot delete tracking number.","Izbris številke sledenja ni mogoč."
"Cannot do shipment for the order separately from invoice.","Dostava za naročilo ločeno od računa ni mogoča."
"Cannot do shipment for the order.","Dostava za to naročilo ni mogoča."
"Cannot initialize shipment for adding tracking number.","Inicializacija dostave za dodajanje številke sledenja ni mogoča."
"Cannot initialize shipment for delete tracking number.","Inicializacija dostave za brisanje številke sledenja ni mogoča."
"Cannot load track with retrieving identifier.","Nalaganje sledi s pridobljenim identifikatorjem ni mogoče."
"Cannot retrieve tracking number detail.","Pridobivanje številke sledenja podrobnosti ni mogoče."
"Cannot save shipment.","Shranjevanje dostave ni mogoče."
"Cannot save the credit memo.","Shranjevanje dobropisa ni mogoče."
"Cannot send shipment information.","Pošiljanje informacij dostave ni mogoče."
"Cannot update item quantity.","Posodobitev elementa količine ni mogoče."
"Cannot update the item\'s quantity.","Posodobitev količine elementa ni mogoče."
"Catalog","Katalog"
"Catalog Price Rules","Pravila cen kataloga"
"Catalog Rewrites","Prepisi kataloga"
"Categories","Kategorije"
"Category","Kategorija"
"Category:","Kategorija:"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","Grafikon je onemogočen. Če želite omogočiti, kliknite <a href=""%s"">tu</a>."
"Checkbox","Potrditveno polje"
"Child Transactions","Otroške transakcije"
"Choose Store View:","Izberite pogled trgovine:"
"Choose an attribute","Izberite atribut"
"Chosen category does not associated with any website, so url rewrite is not possible.","Izbrana kategorija ni povezana s katerokoli spletno stranjo, torej prepis url-ja ni možen."
"Chosen product does not associated with any website, so url rewrite is not possible.","Izbrani produkti niso povezani s katerokoli spletno stranjo, torej prepis url-ja ni možen."
"Clear","Počistite"
"Close","Zaprite"
"Code","Koda"
"Comment text field cannot be empty.","Polje teksta komentarja ne more biti prazno."
"Complete","Zaključite"
"Config form fieldset clone model required to be able to clone fields","Klonirani model skupka polj obrazca nastavitev je zahtevan, da se lahko polja klonira"
"Configuration","Konfiguracija"
"Confirm New Password","Potrdite novo geslo"
"Confirm token authorization Pop Up for admin","Popup potrditve avtorizacije žetona za administratorja"
"Confirm token authorization for admin","Potrdite žeton avtorizacije za administratorja"
"Confirmation Of Authorization","Potrditev avtorizacije"
"Confirmed email:","Potrjena e-pošta:"
"Connect with the Magento Community","Povežite se z Magento skupnostjo"
"Continue","Nadaljujte"
"Convert to Plain Text","Pretvorite v enostaven tekst"
"Cookie (unsafe)","Piškotek (ni varno)"
"Country","Država"
"Country:","Država:"
"Coupons","Kuponi"
"Create","Ustvarite"
"Create DB Backup","Ustvarite varnostno kopijo podatkovne baze"
"Create New Attribute","Ustvarite nov atribut"
"Create URL Rewrite:","Ustvairte prepis URL-ja:"
"Created At","Ustvarjeno ob"
"Credit Card %s","Kreditna kartica %s"
"Credit Memo History","Zgodovina dobropisa"
"Credit Memo Totals","Skupaj dobropis"
"Credit Memos","Dobropisi"
"Credit memo #%s comment added","Komentar dobropisa #%s dodan"
"Credit memo #%s created","Dobropis #%s ustvarjen"
"Credit memo\'s total must be positive.","Skupaj dobropis mora biti pozitiven."
"Currency","Valuta"
"Currency ""%s"" is used as %s in %s.","Valuta ""%s"" je uporabljena kot %s v %s."
"Currency Information","Informacije valute"
"Currency Setup Section","Sekcija nastavitve valute"
"Current Admin Password","Trenutno geslo administracije"
"Current Configuration Scope:","Trenutni obseg nastavitev:"
"Current Month","Trenutni mesec"
"Custom","Po meri"
"Custom Variable ""%s""","Spremenljivka po meri ""%s"""
"Custom Variables","Spremenljivke po meri"
"Customer","Stranka"
"Customer Group:","Skupina stranke:"
"Customer Groups","Skupine stranke"
"Customer Name","Ime stranke"
"Customer Reviews","Mnenja strank"
"Customer Shopping Carts","Košarice strank"
"Customer Since:","Stranka od:"
"Customer Tax Classes","Razredi davka stranke"
"Customer with the same email already exists.","Stranka z enako e-pošto že obstaja."
"Customers","Stranke"
"Customers by Number of Orders","Stranke po številu naročil"
"Customers by Orders Total","Stranke po skupaj naročilih"
"DHTML Date/Time Selector","Izbirnik DHTML Datum/Čas"
"Dashboard","Kontrolna plošča"
"Data Format","Format podatkov"
"Data transfer:","Prenos podatkov:"
"Database","Podatkovna baza"
"Dataflow - Advanced Profiles","Potek podatkov - napredni profili"
"Dataflow - Profiles","Potek podatkov - profili"
"Date","Datum"
"Date & Time","Datum in čas"
"Date Added","Datum dodajanja"
"Date Updated","Datum posodobitve"
"Date selection:","Datum izbire:"
"Date selector","Izbirnik datuma"
"Day","Dan"
"Decimal separator:","Decimalno ločilo:"
"Default (Admin) Values","Privzete vrednosti (Admin)"
"Default Billing Address","Privzeti naslov za izstavitev računa"
"Default Config","Privzete nastavitve"
"Default Template from Locale","Privzeta predloga iz lokalizacije"
"Default Values","Privzete vrednosti"
"Default display currency ""%s"" is not available in allowed currencies.","Privzeta prikazana valuta ""%s"" ni na voljo v dovoljenih valutah."
"Default scope","Privzeti obseg"
"Delete","Izbrišite"
"Delete %s","Izbrišite %s"
"Delete %s '%s'","Izbrišite %s '%s'"
"Delete File","Izbrišite datoteko"
"Delete Image","Izbrišite sliko"
"Delete Profile","Izbrišite profil"
"Delete Role","Izbrišite vlogo"
"Delete Store","Izbrišite trgovino"
"Delete Store View","Izbrišite pogled trgovine"
"Delete Template","Izbrišite predlogo"
"Delete User","Izbrišite uporabnika"
"Delete Website","Izbrišite spletno stran"
"Description","Opis"
"Design","Oblika"
"Design Section","Sekcija oblike"
"Details","Podrobnosti"
"Developer Section","Sekcija razvijalca"
"Direction:","Smer:"
"Disable","Onemogočite"
"Disabled","Onemogočeno"
"Display %s first","Najprej prikažite %s"
"Display default currency","Prikažite privzeto valuto"
"Distributed under GNU LGPL. See %s for details.","Distribuirano pod GNU LGPL. Glejte %s za podrobnosti."
"Do you really want to KILL parallel process and start new indexing process?","Ali res želite ubiti vzporedni proces in začeti nov proces indeksiranja?"
"Do you really want to proceed?","Ali res želite nadaljevati?"
"Download","Prenos"
"Downloads","Prenosi"
"Drag to move","Povlecite, da premaknete"
"Drop-down","Spustni"
"Edit","Uredite"
"Edit Design Change","Uredite spremembo oblike"
"Edit Email Template","Uredite predlogo e-pošte"
"Edit Order","Vrstni red urejanja"
"Edit Poll","Uredite anketo"
"Edit Queue","Uredite čakalno vrsto"
"Edit Review","Uredite mnenje"
"Edit Role","Uredite vlogo"
"Edit Store View","Uredite pogled trgovine"
"Edit System Template","Uredite sistemsko predlogo"
"Edit Template","Uredite predlogo"
"Edit URL Rewrite","Uredite prepis URL-ja"
"Edit User","Uredite uporabnika"
"Edit User '%s'","Uredite uporabnika '%s'"
"Edit Website","Uredite spletno stran"
"Email","E-pošta"
"Email Address:","Naslov e-pošte:"
"Email to a Friend","E-pošta prijatelju"
"Email:","E-pošta:"
"Enable","Omogočite"
"Enabled","Omogočeno"
"Enclose Values In:","Zaprite vrednosti v:"
"Entity Attributes","Atributi entitete"
"Entity Type","Tip entitete"
"Entity type:","Tip entitete:"
"Error","Napaka"
"Excel XML","Excel XML"
"Excl. Tax","Brez davka"
"Exclude media folder from backup","Izključite direktorij media iz varnostne kopije"
"Export","Izvoz"
"Export CSV","Izvozite CSV"
"Export Filters","Izvozite filtre"
"Export to:","Izvozite v:"
"Export:","Izvozite:"
"FTP Host","FTP Host"
"FTP Host[:Port]","Gostitelj FTP[:Port]"
"FTP Login","Prijava FTP"
"FTP Password","Geslo FTP"
"FTP credentials","OVerilnice FTP"
"Failed","Ni uspešno"
"Failed to add a product to cart by id ""%s"".","Ni uspelo dodati produkta v košarico po id-ju ""%s""."
"Failed to cancel the billing agreement.","Preklic sporazuma izstavitve računa ni uspel."
"Failed to clear the JavaScript/CSS cache.","Čiščenje predpomnilnika JavaScript/CSS ni uspelo."
"Failed to delete the billing agreement.","Brisanje sporazuma izstavitve računa ni uspelo."
"Failed to update the profile.","Posodobitev profila ni uspelo."
"Field","Polje"
"Field Mapping","Preslikava polj"
"File","Datoteka"
"File Information","Informacije datoteke"
"File System","Datotečni sistem"
"File mode","Način datoteke"
"File name:","Ime datoteke:"
"File size should be more than 0 bytes","Velikost datoteke bi morala biti večja od 0 bajtov"
"Finished profile execution.","Izvajanje profila zaključeno."
"First Invoice Created Date","Datum ustvarjenega prvega računa"
"First Name","Prvo ime"
"First Name is required field.","Prvo ime je zahtevano polje."
"First Name:","Prvo ime:"
"Fixed","Fiksno"
"Flush Catalog Images Cache","Izpraznite predpomnilnik slik kataloga"
"Flush JavaScript/CSS Cache","Izpraznite predpomnilnik JavaScript/CSS"
"Flush Swatch Images Cache","Izpraznite predpomnilnik vzorec slik"
"For category","Za kategorijo"
"For latest version visit: %s","Za zadnjo verzijo obiščite: %s"
"For product","Za produkt"
"Forgot Admin Password","Pozabili geslo administratorja"
"Forgot your password?","Pozabili vaše geslo?"
"Forgot your user name or password?","Pozabili vaše uporabniško ime ali geslo?"
"From","Od"
"GLOBAL","GLOBALNO"
"Gb","Gb"
"General Information","Splošne informacije"
"General Section","Splošna sekcija"
"Get Image Base64","Dobite Base64 sliko"
"Get help for this page","Dobite pomoč za to stran"
"Give the verifier code to application administrator","Dajte kodo potrditve administratorju aplikacije"
"Global Attribute","Globalni atribut"
"Global Record Search","Globalno iskanje vnosa"
"Global Search","Globalno iskanje"
"Go Today","Pojdite danes"
"Go to messages inbox","Pojdite v prejem sporočil"
"Go to notifications","Pojdite na obvestila"
"Google Base","Baza Google"
"Google Sitemaps","Google Sitemaps"
"Grand Total","Celota skupaj"
"Grid (default) / List","Mreža (privzeto) / Seznam"
"Grid Only","Samo mreža"
"Group:","Skupina:"
"Guest","Gost"
"HTTP (unsecure)","HTTP (ni varno)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Pomagajte nam obdržati Magento zdrav - Poročajte vse hrošče"
"Helper attributes should not be used in custom layout updates.","Pomagalni atributi ne bi smeli biti uporabljeni v posodobitvah postavitev po meri."
"Helper for options rendering doesn't implement required interface.","Pomočniki za opcije upodabljalnika ne implementirajo zahtevanega vmesnika."
"Home","Domov"
"ID","ID"
"ID Path","ID poti"
"IP Address","Naslov IP"
"IPN (Instant Payment Notification) Only","IPN (Instant Payment Notification) Only"
"Id","Id"
"If there is an account associated with %s you will receive an email with a link to reset your password.","If there is an account associated with %s you will receive an email with a link to reset your password."
"If this message persists, please contact the store owner.","If this message persists, please contact the store owner."
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","If you do not specify an option value for a specific store view then the default (Admin) value will be used."
"Images (.gif, .jpg, .png)","Images (.gif, .jpg, .png)"
"Images Cache","Images Cache"
"Import","Import"
"Import Service","Import Service"
"Import and Export","Import and Export"
"Import and Export Tax Rates","Import and Export Tax Rates"
"Import/Export","Import/Export"
"Import/Export Advanced","Import/Export Advanced"
"Import/Export Profile","Import/Export Profile"
"Important: ","Important: "
"Imported <strong>%s</strong> records","Imported <strong>%s</strong> records"
"In","In"
"In Database:","In Database:"
"In File:","In File:"
"Inactive","Inactive"
"Incl. Tax","Incl. Tax"
"Incoming Message","Incoming Message"
"Insert Variable...","Insert Variable..."
"Interactive","Interactive"
"Interface Locale: %s","Interface Locale: %s"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid Import Service Specified","Invalid Import Service Specified"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file)."
"Invalid Secret Key. Please refresh the page.","Invalid Secret Key. Please refresh the page."
"Invalid User Name or Password.","Invalid User Name or Password."
"Invalid directory: %s","Invalid directory: %s"
"Invalid email address ""%s"".","Invalid email address ""%s""."
"Invalid email address.","Invalid email address."
"Invalid file: %s","Invalid file: %s"
"Invalid input data for %s => %s rate","Invalid input data for %s => %s rate"
"Invalid parent block for this block","Invalid parent block for this block"
"Invalid parent block for this block.","Invalid parent block for this block."
"Invalid password reset token.","Invalid password reset token."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Invalid sender name ""%s"". Please use only visible characters and spaces."
"Invalid timezone","Invalid timezone"
"Invalidated","Invalidated"
"Inventory Stock Status","Inventory Stock Status"
"Invoice #%s comment added","Invoice #%s comment added"
"Invoice #%s created","Invoice #%s created"
"Invoice History","Invoice History"
"Invoice Totals","Invoice Totals"
"Invoice canceling error.","Invoice canceling error."
"Invoice capturing error.","Invoice capturing error."
"Invoice voiding error.","Invoice voiding error."
"Invoices","Invoices"
"Is Closed","Is Closed"
"Is Default","Is Default"
"Issue Number","Issue Number"
"Items","Items"
"JavaScript seems to be disabled in your browser.","JavaScript seems to be disabled in your browser."
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS Cache"
"Kb","Kb"
"Last 24 Hours","Last 24 Hours"
"Last 5 Orders","Last 5 Orders"
"Last 5 Search Terms","Last 5 Search Terms"
"Last 7 Days","Last 7 Days"
"Last Credit Memo Created Date","Last Credit Memo Created Date"
"Last Invoice Created Date","Last Invoice Created Date"
"Last Logged In (%s):","Last Logged In (%s):"
"Last Logged In:","Last Logged In:"
"Last Name","Last Name"
"Last Name is required field.","Last Name is required field."
"Last Name:","Last Name:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>."
"Latest Message:","Latest Message:"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices were refreshed.","Layered Navigation Indices were refreshed."
"Leave empty to use tax identifier","Leave empty to use tax identifier"
"Lifetime Sales","Lifetime Sales"
"Lifetime statistics have been updated.","Lifetime statistics have been updated."
"Links","Links"
"Links with associated products will retain only after saving current product.","Links with associated products will retain only after saving current product."
"List (default) / Grid","List (default) / Grid"
"List Only","List Only"
"Load Template","Load Template"
"Load default template","Load default template"
"Loading...","Loading..."
"Local Server","Local Server"
"Local/Remote Server","Local/Remote Server"
"Locale","Locale"
"Log In","Log In"
"Log Out","Log Out"
"Log in to Admin Panel","Log in to Admin Panel"
"Log in to use <strong>%s</strong>","Log in to use <strong>%s</strong>"
"Log into Magento Admin Page","Log into Magento Admin Page"
"Logged in as %s","Logged in as %s"
"Login","Login"
"Low Stock","Low Stock"
"MAJOR","MAJOR"
"MINOR","MINOR"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrative Panel"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento Logo"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc."
"Magento root directory","Magento root directory"
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc."
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI)."
"Manage Attribute Sets","Manage Attribute Sets"
"Manage Attributes","Manage Attributes"
"Manage Categories","Manage Categories"
"Manage Content","Manage Content"
"Manage Currency Rates","Manage Currency Rates"
"Manage Customers","Manage Customers"
"Manage Options (values of your attribute)","Manage Options (values of your attribute)"
"Manage Ratings","Manage Ratings"
"Manage Stores","Manage Stores"
"Manage Tax Rules","Manage Tax Rules"
"Manage Tax Zones and Rates","Manage Tax Zones and Rates"
"Manage Titles (Size, Color, etc.)","Manage Titles (Size, Color, etc.)"
"Manual","Manual"
"Matched Expression","Matched Expression"
"Maximum sender name length is 255. Please correct your settings.","Maximum sender name length is 255. Please correct your settings."
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Media storages synchronization has completed!","Media storages synchronization has completed!"
"Messages Inbox","Messages Inbox"
"Month","Month"
"Most Viewed","Most Viewed"
"Most Viewed Products","Most Viewed Products"
"Multiple Select","Multiple Select"
"My Account","My Account"
"My Applications","My Applications"
"N/A","N/A"
"NOTICE","NOTICE"
"Name","Name"
"Name:","Name:"
"Never (production)","Never (production)"
"New ","New "
"New API Key","New API Key"
"New Accounts","New Accounts"
"New Attribute","New Attribute"
"New Block","New Block"
"New Category","New Category"
"New Class","New Class"
"New Condition","New Condition"
"New Custom Variable","New Custom Variable"
"New Customer","New Customer"
"New Customers","New Customers"
"New Design Change","New Design Change"
"New Email Template","New Email Template"
"New Group","New Group"
"New Invoice","New Invoice"
"New Item Type","New Item Type"
"New Memo","New Memo"
"New Memo for #%s","New Memo for #%s"
"New Page","New Page"
"New Password","New Password"
"New Poll","New Poll"
"New Profile","New Profile"
"New Rate","New Rate"
"New Rating","New Rating"
"New Review","New Review"
"New Role","New Role"
"New Rule","New Rule"
"New Search","New Search"
"New Set","New Set"
"New Shipment","New Shipment"
