"New Sitemap","New Sitemap"
"New Store View","New Store View"
"New System Template","New System Template"
"New Tag","New Tag"
"New Template","New Template"
"New User","New User"
"New Variable","New Variable"
"New Website","New Website"
"New password field cannot be empty.","New password field cannot be empty."
"Newsletter","Newsletter"
"Newsletter Problems","Newsletter Problems"
"Newsletter Queue","Newsletter Queue"
"Newsletter Subscribers","Newsletter Subscribers"
"Newsletter Templates","Newsletter Templates"
"Next month (hold for menu)","Next month (hold for menu)"
"Next year (hold for menu)","Next year (hold for menu)"
"No","No"
"No (price without tax)","No (price without tax)"
"No Data Found","No Data Found"
"No Templates Found","No Templates Found"
"No change","No change"
"No customer id defined.","No customer id defined."
"No information available.","No information available."
"No profile loaded...","No profile loaded..."
"No records found for this period.","No records found for this period."
"No records found.","No records found."
"No report code specified.","No report code specified."
"No search keywords.","No search keywords."
"No search modules were registered","No search modules were registered"
"No wishlist item id defined.","No wishlist item id defined."
"None","None"
"Note:","Note:"
"Notes","Notes"
"Notifications","Notifications"
"Number of Orders","Number of Orders"
"Number of Uses","Number of Uses"
"Number of Views","Number of Views"
"Number of records:","Number of records:"
"OAuth Consumers","OAuth Consumers"
"OAuth authorization for admin","OAuth authorization for admin"
"OAuth authorization simple for admin","OAuth authorization simple for admin"
"OK","OK"
"Old rate:","Old rate:"
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details."
"One or more of the Cache Types are invalidated:","One or more of the Cache Types are invalidated:"
"Online Customers","Online Customers"
"Only Once (version upgrade)","Only Once (version upgrade)"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available."
"Only mapped fields","Only mapped fields"
"Optional","Optional"
"Options","Options"
"Options is required","Options is required"
"Order","Order"
"Order #%s","Order #%s"
"Order #%s (%s)","Order #%s (%s)"
"Order Created Date","Order Created Date"
"Order ID","Order ID"
"Order Totals","Order Totals"
"Order Updated Date","Order Updated Date"
"Order Updated Date report is real-time, does not need statistics refreshing.","Order Updated Date report is real-time, does not need statistics refreshing."
"Orders","Orders"
"Original Magento attribute names in first row:","Original Magento attribute names in first row:"
"Out of stock","Out of stock"
"PDT (Payment Data Transfer) Only","PDT (Payment Data Transfer) Only"
"Package Extensions","Package Extensions"
"Pages","Pages"
"Parent Product Thumbnail","Parent Product Thumbnail"
"Parent Transaction ID","Parent Transaction ID"
"Passive mode","Passive mode"
"Password","Password"
"Password Confirmation","Password Confirmation"
"Password confirmation must be same as password.","Password confirmation must be same as password."
"Password must be at least of %d characters.","Password must be at least of %d characters."
"Password must include both numeric and alphabetic characters.","Password must include both numeric and alphabetic characters."
"Password:","Password:"
"Path:","Path:"
"Payment method instance is not available.","Payment method instance is not available."
"Payment method is not available.","Payment method is not available."
"Payment method must be specified.","Payment method must be specified."
"Pending Reviews","Pending Reviews"
"Pending Tags","Pending Tags"
"Per Item","Per Item"
"Per Order","Per Order"
"Percent","Percent"
"Performed At","Performed At"
"Period","Period"
"Permanent (301)","Permanent (301)"
"Permissions","Permissions"
"Personal Information","Personal Information"
"Phone:","Phone:"
"Please Select","Please Select"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","Please confirm site switching. All data that hasn\'t been saved will be lost."
"Please enter 6 or more characters.","Please enter 6 or more characters."
"Please enter a number greater than 0 in this field.","Please enter a number greater than 0 in this field."
"Please enter a valid $ amount. For example $100.00.","Please enter a valid $ amount. For example $100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Please enter a valid URL. For example http://www.example.com or www.example.com"
"Please enter a valid URL. http:// is required","Please enter a valid URL. http:// is required"
"Please enter a valid credit card number.","Please enter a valid credit card number."
"Please enter a valid date.","Please enter a valid date."
"Please enter a valid email address. For example johndoe@domain.com.","Please enter a valid email address. For example johndoe@domain.com."
"Please enter a valid email.","Please enter a valid email."
"Please enter a valid number in this field.","Please enter a valid number in this field."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Please enter a valid social security number. For example 123-45-6789."
"Please enter a valid value from list","Please enter a valid value from list"
"Please enter a valid value, ex: 10,20,30","Please enter a valid value, ex: 10,20,30"
"Please enter a valid zip code.","Please enter a valid zip code."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Please enter a valid zip code. For example 90602 or 90602-1234."
"Please enter another credit card number to complete your purchase.","Please enter another credit card number to complete your purchase."
"Please enter password","Please enter password"
"Please enter password to confirm rollback.","Please enter password to confirm rollback."
"Please enter valid password.","Please enter valid password."
"Please make sure that all global admin search modules are installed and activated.","Please make sure that all global admin search modules are installed and activated."
"Please make sure that your changes were saved before running the profile.","Please make sure that your changes were saved before running the profile."
"Please make sure your passwords match.","Please make sure your passwords match."
"Please select State/Province.","Please select State/Province."
"Please select a customer.","Please select a customer."
"Please select a store.","Please select a store."
"Please select an option.","Please select an option."
"Please select catalog searches.","Please select catalog searches."
"Please select customer(s).","Please select customer(s)."
"Please select message(s).","Please select message(s)."
"Please select one of the above options.","Please select one of the above options."
"Please select one of the options.","Please select one of the options."
"Please select review(s).","Please select review(s)."
"Please select tag(s).","Please select tag(s)."
"Please specify backup creation options","Please specify backup creation options"
"Please specify the admin custom URL.","Please specify the admin custom URL."
"Please try to logout and sign in again.","Please try to logout and sign in again."
"Please type the letters from the image:","Please type the letters from the image:"
"Please use in this field only ""a-z,0-9,_"".","Please use in this field only ""a-z,0-9,_""."
"Please use letters only (a-z) in this field.","Please use letters only (a-z) in this field."
"Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas.","Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas."
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006."
"Please wait while the indexes are being refreshed.","Please wait while the indexes are being refreshed."
"Please wait, loading...","Please wait, loading..."
"Please wait...","Please wait..."
"Please, add some answers to this poll first.","Please, add some answers to this poll first."
"Please, select ""Visible in Stores"" for this poll first.","Please, select ""Visible in Stores"" for this poll first."
"Poll Manager","Poll Manager"
"Polls","Polls"
"Popular","Popular"
"Position","Position"
"Position of Watermark for %s","Position of Watermark for %s"
"Pregenerated configurable swatches image files.","Pregenerated configurable swatches image files."
"Pregenerated product images files.","Pregenerated product images files."
"Prev. month (hold for menu)","Prev. month (hold for menu)"
"Prev. year (hold for menu)","Prev. year (hold for menu)"
"Preview","Preview"
"Preview Template","Preview Template"
"Price","Price"
"Price alert subscription was saved.","Price alert subscription was saved."
"Price:","Price:"
"Processed <strong>%s%% %s/%d</strong> records","Processed <strong>%s%% %s/%d</strong> records"
"Product","Product"
"Product Name","Product Name"
"Product Reviews","Product Reviews"
"Product Tax Classes","Product Tax Classes"
"Product Thumbnail Itself","Product Thumbnail Itself"
"Product is not loaded.","Product is not loaded."
"Product:","Product:"
"Products","Products"
"Products Bestsellers Report","Products Bestsellers Report"
"Products Most Viewed Report","Products Most Viewed Report"
"Products Ordered","Products Ordered"
"Products in Carts","Products in Carts"
"Profile Action","Profile Action"
"Profile Actions XML","Profile Actions XML"
"Profile Direction","Profile Direction"
"Profile History","Profile History"
"Profile Information","Profile Information"
"Profile Name","Profile Name"
"Profile Payments","Profile Payments"
"Profile Schedule","Profile Schedule"
"Profile Wizard","Profile Wizard"
"Profiles","Profiles"
"Promo","Promo"
"Promotions","Promotions"
"Purchased Item","Purchased Item"
"Put store on the maintenance mode while backup creation","Put store on the maintenance mode while backup creation"
"Put store on the maintenance mode while rollback processing","Put store on the maintenance mode while rollback processing"
"Quantity","Quantity"
"Queue Refresh","Queue Refresh"
"Queued... Cancel","Queued... Cancel"
"REST Roles","REST Roles"
"Radio Buttons","Radio Buttons"
"Rates","Rates"
"Read details","Read details"
"Rebuild","Rebuild"
"Rebuild Catalog Index","Rebuild Catalog Index"
"Rebuild Flat Catalog Category","Rebuild Flat Catalog Category"
"Rebuild Flat Catalog Product","Rebuild Flat Catalog Product"
"Recent Orders","Recent Orders"
"Recent statistics have been updated.","Recent statistics have been updated."
"Recurring Profile View","Recurring Profile View"
"Recursive Dir","Recursive Dir"
"Redirect","Redirect"
"Reference","Reference"
"Reference ID","Reference ID"
"Refresh","Refresh"
"Refresh Now*","Refresh Now*"
"Refresh Statistics","Refresh Statistics"
"Region/State","Region/State"
"Regular Price:","Regular Price:"
"Reject","Reject"
"Reject token authorization Pop Up for admin","Reject token authorization Pop Up for admin"
"Reject token authorization for admin","Reject token authorization for admin"
"Rejection Of Authorization","Rejection Of Authorization"
"Release","Release"
"Release Stability","Release Stability"
"Release Version","Release Version"
"Reload captcha","Reload captcha"
"Remote FTP","Remote FTP"
"Remove","Remove"
"Reports","Reports"
"Request Path","Request Path"
"Required","Required"
"Reset","Reset"
"Reset Filter","Reset Filter"
"Reset Password","Reset Password"
"Reset a Password","Reset a Password"
"Resize","Resize"
"Resource Access","Resource Access"
"Resources","Resources"
"Results","Results"
"Retrieve Password","Retrieve Password"
"Return Html Version","Return Html Version"
"Revenue","Revenue"
"Reviews","Reviews"
"Reviews and Ratings","Reviews and Ratings"
"Rewrite Rules","Rewrite Rules"
"Role ID","Role ID"
"Role Info","Role Info"
"Role Information","Role Information"
"Role Name","Role Name"
"Role Resources","Role Resources"
"Role Users","Role Users"
"Roles","Roles"
"Roles Resources","Roles Resources"
"Root Category","Root Category"
"Rotate CCW","Rotate CCW"
"Rotate CW","Rotate CW"
"Run","Run"
"Run Profile","Run Profile"
"Run Profile Inside This Window","Run Profile Inside This Window"
"Run Profile in Popup","Run Profile in Popup"
"Running... Kill","Running... Kill"
"SKU","SKU"
"SKU:","SKU:"
"SSL Error: Invalid or self-signed certificate","SSL Error: Invalid or self-signed certificate"
"Sales","Sales"
"Sales Report","Sales Report"
"Samples","Samples"
"Save","Save"
"Save & Generate","Save & Generate"
"Save Account","Save Account"
"Save Cache Settings","Save Cache Settings"
"Save Config","Save Config"
"Save Currency Rates","Save Currency Rates"
"Save Profile","Save Profile"
"Save Role","Save Role"
"Save Template","Save Template"
"Save User","Save User"
"Save and Continue Edit","Save and Continue Edit"
"Search","Search"
"Search Index","Search Index"
"Search Term","Search Term"
"Search Terms","Search Terms"
"Select","Select"
"Select All","Select All"
"Select Category","Select Category"
"Select Date","Select Date"
"Select Range","Select Range"
"Select date","Select date"
"Selected allowed currency ""%s"" is not available in installed currencies.","Selected allowed currency ""%s"" is not available in installed currencies."
"Selected base currency is not available in installed currencies.","Selected base currency is not available in installed currencies."
"Selected default display currency is not available in allowed currencies.","Selected default display currency is not available in allowed currencies."
"Selected default display currency is not available in installed currencies.","Selected default display currency is not available in installed currencies."
"Self-assigned roles cannot be deleted.","Self-assigned roles cannot be deleted."
"Sender","Sender"
"Separate Email","Separate Email"
"Shipment #%s comment added","Shipment #%s comment added"
"Shipment #%s created","Shipment #%s created"
"Shipment Comments","Shipment Comments"
"Shipment History","Shipment History"
"Shipments","Shipments"
"Shipping","Shipping"
"Shipping Address","Shipping Address"
"Shipping Address: ","Shipping Address: "
"Shipping Origin","Shipping Origin"
"Shipping Price","Shipping Price"
"Shipping address selection is not applicable","Shipping address selection is not applicable"
"Shipping method must be specified.","Shipping method must be specified."
"Shipping method selection is not applicable","Shipping method selection is not applicable"
"Shopping Cart","Shopping Cart"
"Shopping Cart Price Rules","Shopping Cart Price Rules"
"Shopping Cart from %s","Shopping Cart from %s"
"Show By","Show By"
"Show Report For:","Show Report For:"
"Show Reviews","Show Reviews"
"Sitemap Information","Sitemap Information"
"Size for %s","Size for %s"
"Skip Category Selection","Skip Category Selection"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created."
"Some of the ordered items do not exist in the catalog anymore and will be removed if you try to edit the order.","Some of the ordered items do not exist in the catalog anymore and will be removed if you try to edit the order."
"Sorry, this feature is coming soon...","Sorry, this feature is coming soon..."
"Special Price:","Special Price:"
"Specific Countries","Specific Countries"
"Specified","Specified"
"Specified profile does not exist.","Specified profile does not exist."
"Spreadsheet Name:","Spreadsheet Name:"
"Start Date","Start Date"
"Starting profile execution, please wait...","Starting profile execution, please wait..."
"State/Province:","State/Province:"
"Static Blocks","Static Blocks"
"Status","Status"
"Status:","Status:"
"Stock Quantity:","Stock Quantity:"
"Stock notification was saved.","Stock notification was saved."
"Store","Store"
"Store Email Addresses Section","Store Email Addresses Section"
"Store View","Store View"
"Store:","Store:"
"Stores","Stores"
"Subject","Subject"
"Submit","Submit"
"Subpackage cannot be conflicting.","Subpackage cannot be conflicting."
"Subtotal","Subtotal"
"Switch/Solo/Maestro Only","Switch/Solo/Maestro Only"
"Symbol","Symbol"
"Synchronization is required.","Synchronization is required."
"Synchronization of media storages has been successfully completed.","Synchronization of media storages has been successfully completed."
"Synchronize","Synchronize"
"Synchronizing %s to %s","Synchronizing %s to %s"
"Synchronizing...","Synchronizing..."
"System","System"
"System Section","System Section"
"System busy","System busy"
"Tags","Tags"
"Target Path","Target Path"
"Tax","Tax"
"Tb","Tb"
"Template","Template"
"Template Content","Template Content"
"Template Information","Template Information"
"Template Name","Template Name"
"Template Styles","Template Styles"
"Template Subject","Template Subject"
"Template Type","Template Type"
"Temporary (302)","Temporary (302)"
"Terms and Conditions","Terms and Conditions"
"Text","Text"
"The Catalog Rewrites were refreshed.","The Catalog Rewrites were refreshed."
"The CatalogInventory Stock Status has been rebuilt.","The CatalogInventory Stock Status has been rebuilt."
"The Comment Text field cannot be empty.","The Comment Text field cannot be empty."
"The Flat Catalog Product was rebuilt","The Flat Catalog Product was rebuilt"
"The JavaScript/CSS cache has been cleaned.","The JavaScript/CSS cache has been cleaned."
"The JavaScript/CSS cache has been cleared.","The JavaScript/CSS cache has been cleared."
"The Layered Navigation indexing has been queued.","The Layered Navigation indexing has been queued."
"The Layered Navigation indexing queue has been canceled.","The Layered Navigation indexing queue has been canceled."
"The Layered Navigation indices were refreshed.","The Layered Navigation indices were refreshed."
"The Layered Navigation process has been queued to be killed.","The Layered Navigation process has been queued to be killed."
"The Magento cache storage has been flushed.","The Magento cache storage has been flushed."
"The URL Rewrite has been deleted.","The URL Rewrite has been deleted."
"The URL Rewrite has been saved.","The URL Rewrite has been saved."
"The account has been saved.","The account has been saved."
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems"
"The attribute set has been removed.","The attribute set has been removed."
"The backup's creation process will take time.","The backup's creation process will take time."
"The billing agreement has been canceled.","The billing agreement has been canceled."
"The billing agreement has been deleted.","The billing agreement has been deleted."
"The cache storage has been flushed.","The cache storage has been flushed."
"The carrier needs to be specified.","The carrier needs to be specified."
"The catalog index has been rebuilt.","The catalog index has been rebuilt."
"The catalog rewrites have been refreshed.","The catalog rewrites have been refreshed."
"The configurable swatches image cache was cleaned.","The configurable swatches image cache was cleaned."
"The configuration has been saved.","The configuration has been saved."
"The credit memo has been canceled.","The credit memo has been canceled."
"The credit memo has been created.","The credit memo has been created."
"The credit memo has been voided.","The credit memo has been voided."
"The custom variable has been deleted.","The custom variable has been deleted."
"The custom variable has been saved.","The custom variable has been saved."
"The customer has been deleted.","The customer has been deleted."
"The customer has been saved.","The customer has been saved."
"The design change has been deleted.","The design change has been deleted."
"The design change has been saved.","The design change has been saved."
"The email address is empty.","The email address is empty."
"The email template has been deleted.","The email template has been deleted."
"The email template has been saved.","The email template has been saved."
"The flat catalog category has been rebuilt.","The flat catalog category has been rebuilt."
"The group node name must be specified with field node name.","The group node name must be specified with field node name."
"The image cache was cleaned.","The image cache was cleaned."
"The image cache was cleared.","The image cache was cleared."
"The invoice and shipment have been created.","The invoice and shipment have been created."
"The invoice and the shipment  have been created. The shipping label cannot be created at the moment.","The invoice and the shipment  have been created. The shipping label cannot be created at the moment."
"The invoice has been canceled.","The invoice has been canceled."
"The invoice has been captured.","The invoice has been captured."
"The invoice has been created.","The invoice has been created."
"The invoice has been voided.","The invoice has been voided."
"The invoice no longer exists.","The invoice no longer exists."
"The item %s (SKU %s) does not exist in the catalog anymore.","The item %s (SKU %s) does not exist in the catalog anymore."
"The order does not allow creating an invoice.","The order does not allow creating an invoice."
"The order no longer exists.","The order no longer exists."
"The poll has been deleted.","The poll has been deleted."
"The poll has been saved.","The poll has been saved."
"The profile has been deleted.","The profile has been deleted."
"The profile has been saved.","The profile has been saved."
"The profile has been updated.","The profile has been updated."
"The profile has no changes.","The profile has no changes."
"The profile you are trying to save no longer exists","The profile you are trying to save no longer exists"
"The rating has been deleted.","The rating has been deleted."
"The rating has been saved.","The rating has been saved."
"The role has been deleted.","The role has been deleted."
"The role has been saved.","The role has been saved."
"The role has been successfully saved.","The role has been successfully saved."
"The search index has been rebuilt.","The search index has been rebuilt."
"The shipment has been created.","The shipment has been created."
"The shipment has been sent.","The shipment has been sent."
"The shipping label has been created.","The shipping label has been created."
"The tag has been deleted.","The tag has been deleted."
"The tag has been saved.","The tag has been saved."
"The transaction details have been updated.","The transaction details have been updated."
"The user has been deleted.","The user has been deleted."
"The user has been saved.","The user has been saved."
"Themes JavaScript and CSS files combined to one file.","Themes JavaScript and CSS files combined to one file."
"There is an error in one of the option rows.","There is an error in one of the option rows."
"This Account is","This Account is"
"This Email template no longer exists.","This Email template no longer exists."
"This Role no longer exists","This Role no longer exists"
"This Role no longer exists.","This Role no longer exists."
"This account is","This account is"
"This account is inactive.","This account is inactive."
"This action cannot be undone.","This action cannot be undone."
"This attribute set does not have attributes which we can use for configurable product","This attribute set does not have attributes which we can use for configurable product"
"This attribute shares the same value in all the stores","This attribute shares the same value in all the stores"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","This is a demo store. Any orders placed through this store will not be honored or fulfilled."
"This is a required field.","This is a required field."
"This product is currently disabled.","This product is currently disabled."
"This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed.","This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed."
"This section is not allowed.","This section is not allowed."
"This user no longer exists.","This user no longer exists."
"Time","Time"
"Time selection:","Time selection:"
"Time:","Time:"
"Timeout limit for response from synchronize process was reached.","Timeout limit for response from synchronize process was reached."
"To","To"
"To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel.","To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel."
"To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website.","To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website."
"To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website.","To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website."
"Toggle Editor","Toggle Editor"
"Tools","Tools"
"Top 5 Search Terms","Top 5 Search Terms"
"Total","Total"
"Total Invoiced","Total Invoiced"
"Total Order Amount","Total Order Amount"
"Total Refunded","Total Refunded"
"Total of %d record(s) have been deleted.","Total of %d record(s) have been deleted."
"Total of %d record(s) have been updated.","Total of %d record(s) have been updated."
"Total of %d record(s) were canceled.","Total of %d record(s) were canceled."
"Total of %d record(s) were deleted","Total of %d record(s) were deleted"
"Total of %d record(s) were deleted.","Total of %d record(s) were deleted."
"Total of %d record(s) were updated","Total of %d record(s) were updated"
"Total of %d record(s) were updated.","Total of %d record(s) were updated."
"Track Order","Track Order"
"Track this shipment","Track this shipment"
"Tracking number %s for %s assigned","Tracking number %s for %s assigned"
"Tracking number cannot be empty.","Tracking number cannot be empty."
"Transaction Data","Transaction Data"
"Transaction Details","Transaction Details"
"Transaction ID","Transaction ID"
"Transaction Type","Transaction Type"
"Transactional Emails","Transactional Emails"
"Transactions","Transactions"
"Type","Type"
"Type:","Type:"
"URL Rewrite","URL Rewrite"
"URL Rewrite Information","URL Rewrite Information"
"URL Rewrite Management","URL Rewrite Management"
"Unable to cancel the credit memo.","Unable to cancel the credit memo."
"Unable to find a Email Template to delete.","Unable to find a Email Template to delete."
"Unable to find a poll to delete.","Unable to find a poll to delete."
"Unable to find a tag to delete.","Unable to find a tag to delete."
"Unable to find a user to delete.","Unable to find a user to delete."
"Unable to initialize import model","Unable to initialize import model"
"Unable to refresh lifetime statistics.","Unable to refresh lifetime statistics."
"Unable to refresh recent statistics.","Unable to refresh recent statistics."
"Unable to save the cron expression.","Unable to save the cron expression."
"Unable to save the invoice.","Unable to save the invoice."
"Unable to send the invoice email.","Unable to send the invoice email."
"Unable to send the shipment email.","Unable to send the shipment email."
"Unable to update transaction details.","Unable to update transaction details."
"Unable to void the credit memo.","Unable to void the credit memo."
"Unknown","Unknown"
"Unlimited","Unlimited"
"Update","Update"
"Updated At","Updated At"
"Upload File","Upload File"
"Upload Files","Upload Files"
"Upload HTTP Error","Upload HTTP Error"
"Upload I/O Error","Upload I/O Error"
"Upload Security Error","Upload Security Error"
"Upload import file","Upload import file"
"Uploaded file is larger than %.2f kilobytes allowed by server","Uploaded file is larger than %.2f kilobytes allowed by server"
"Use All Available Attributes","Use All Available Attributes"
"Use Config Settings","Use Config Settings"
"Use Default","Use Default"
"Use Default Value","Use Default Value"
"Use Default Variable Values","Use Default Variable Values"
"Use FTP Connection","Use FTP Connection"
"Use Website","Use Website"
"Used Currently For","Used Currently For"
"Used as Default For","Used as Default For"
"User Email","User Email"
"User ID","User ID"
"User Info","User Info"
"User Information","User Information"
"User Name","User Name"
"User Name is required field.","User Name is required field."
"User Name:","User Name:"
"User Password","User Password"
"User Role","User Role"
"User Roles","User Roles"
"User Roles Information","User Roles Information"
"User Type Resources","User Type Resources"
"User name","User name"
"Users","Users"
"VAT Number is Invalid","VAT Number is Invalid"
"VAT Number is Valid","VAT Number is Valid"
"Validation Results","Validation Results"
"Value","Value"
"Value Delimiter:","Value Delimiter:"
"Variable","Variable"
"Variable Code","Variable Code"
"Variable HTML Value","Variable HTML Value"
"Variable ID","Variable ID"
"Variable Name","Variable Name"
"Variable Plain Value","Variable Plain Value"
"Verifier code: %s","Verifier code: %s"
"View Actions XML","View Actions XML"
"View Full Size","View Full Size"
"View Memo","View Memo"
"View Memo for #%s","View Memo for #%s"
"View Shipment","View Shipment"
"View Statistics For:","View Statistics For:"
"Visibility:","Visibility:"
"Warning","Warning"
"Warning! Empty value can cause problems with CSV format.","Warning! Empty value can cause problems with CSV format."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?"
"Warning: Please do not close the window during importing/exporting data","Warning: Please do not close the window during importing/exporting data"
"Watermark File for %s","Watermark File for %s"
"We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>","We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>"
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","We\'re in our typing table, coding away more features for Magento. Thank you for your patience."
"Web Section","Web Section"
"Web Services","Web Services"
"Web services","Web services"
"Website","Website"
"What is this?","What is this?"
"Wishlist Report","Wishlist Report"
"Wishlist item is not loaded.","Wishlist item is not loaded."
"Wrong account specified.","Wrong account specified."
"Wrong billing agreement ID specified.","Wrong billing agreement ID specified."
"Wrong column format.","Wrong column format."
"Wrong newsletter template.","Wrong newsletter template."
"Wrong quote item.","Wrong quote item."
"Wrong tab configuration.","Wrong tab configuration."
"Wrong tag was specified.","Wrong tag was specified."
"Wrong transaction ID specified.","Wrong transaction ID specified."
"XML","XML"
"XML data is invalid.","XML data is invalid."
"XML object is not instance of ""Varien_Simplexml_Element"".","XML object is not instance of ""Varien_Simplexml_Element""."
"YTD","YTD"
"Year","Year"
"Yes","Yes"
"Yes (301 Moved Permanently)","Yes (301 Moved Permanently)"
"Yes (302 Found)","Yes (302 Found)"
"Yes (only price with tax)","Yes (only price with tax)"
"You cannot delete your own account.","You cannot delete your own account."
"You have %s unread message(s).","You have %s unread message(s)."
"You have %s unread message(s). <a href=""%s"">Go to messages inbox</a>.","You have %s unread message(s). <a href=""%s"">Go to messages inbox</a>."
"You have %s, %s and %s unread messages. <a href=""%s"">Go to messages inbox</a>.","You have %s, %s and %s unread messages. <a href=""%s"">Go to messages inbox</a>."
"You have logged out.","You have logged out."
"You have not enough permissions to use this functionality.","You have not enough permissions to use this functionality."
"You must have JavaScript enabled in your browser to utilize the functionality of this website.","You must have JavaScript enabled in your browser to utilize the functionality of this website."
"You need to specify order items.","You need to specify order items."
"You will need to wait when the action ends.","You will need to wait when the action ends."
"Your answers contain duplicates.","Your answers contain duplicates."
"Your password has been updated.","Your password has been updated."
"Your password reset link has expired.","Your password reset link has expired."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files."
"Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider.","Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider."
"Zip/Postal Code","Zip/Postal Code"
"Zip/Postal Code:","Zip/Postal Code:"
"[ deleted ]","[ deleted ]"
"[GLOBAL]","[GLOBAL]"
"[STORE VIEW]","[STORE VIEW]"
"[WEBSITE]","[WEBSITE]"
"b","b"
"close","close"
"critical","critical"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","example: sitemap.xml"
"failed","failed"
"from","from"
"major","major"
"minor","minor"
"notice","notice"
"store(%s) scope","store(%s) scope"
"successful","successful"
"to","to"
"website(%s) scope","website(%s) scope"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>."
